id,name,symbol,slug,circulating_supply,total_supply,max_supply,date_added,num_market_pairs,tags,platform,cmc_rank,last_updated,price,volume_24h,percent_change_1h,percent_change_24h,percent_change_7d,market_cap
1930,Primas,PST,primas,52692564.7534,101342465.753,,2017-08-28T00:00:00.000Z,10,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5d4abc77b8405ad177d8ac6682d584ecbfd46cec'}",418,2019-03-02T01:54:03.000Z,0.0873735149861,719508.497150394,-4.26782,-4.5052,-9.93833,4603934.59613724
2726,DAOstack,GEN,daostack,38755043.3930392,60000000.0,,2018-05-10T00:00:00.000Z,6,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x543ff227f64aa17ea132bf9886cab5db55dcaddf'}",419,2019-03-02T01:54:04.000Z,0.113262711507,1542.55036370249,0.0162414,-0.57017,-6.26725,4389501.299267065
3345,DAPS Token,DAPS,daps-token,52586828001.9982,60000000000.0,,2018-09-25T00:00:00.000Z,9,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x93190dbce9b9bd4aa546270a8d1d65905b5fdd28'}",420,2019-03-02T01:54:06.000Z,8.34285316301e-05,8987.71662484219,-12.0848,7.59808,-3.76328,4387241.843291335
90,Dimecoin,DIME,dimecoin,539096740559.918,539096740559.918,,2014-01-06T00:00:00.000Z,13,['mineable'],,421,2019-03-02T01:54:01.000Z,8.06038210779e-06,2148.26305079745,-0.723222,6.03992,80.3452,4345325.721977071
3315,Playgroundz,IOG,playgroundz,28545119.9999986,2200000000.0,,2018-09-21T00:00:00.000Z,5,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1c4b7d0e1885bd7667af3378e0c538f74e712006'}",422,2019-03-02T01:54:06.000Z,0.151879873131,57656.2868126089,0.0567787,-0.106679,46.482,4335429.204108957
3461,PlayCoin [ERC20],PLY,playcoin-erc20,177997227.764759,1000000000.0,,2018-07-15T00:00:00.000Z,3,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x59be937f05cf2c406b61c42c6c82a093fa54edfe'}",423,2019-03-02T01:54:06.000Z,0.0239689353653,1240046.25193698,2.59013,-1.64089,-34.8084,4266404.047496091
2291,Genaro Network,GNX,genaro-network,242914743.180158,650000000.0,,2017-12-18T00:00:00.000Z,14,['mineable'],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6ec8a24cabdc339a06a172f8223ea557055adaa5'}",424,2019-03-02T01:54:04.000Z,0.0176966373042,220164.904520438,0.245404,-2.16868,-4.07801,4298774.105902147
2876,Ternio,TERN,ternio,334161876.497628,922811615.432696,,2018-06-26T00:00:00.000Z,4,[],"{'id': 512, 'name': 'Stellar', 'symbol': 'XLM', 'slug': 'stellar', 'token_address': 'GDGQDVO6XPFSY4NMX75A7AOVYCF5JYGW2SHCJJNWCQWIDGOZB53DGP6C'}",425,2019-03-02T01:54:05.000Z,0.0127468110061,12449.96499993,-5.04587,25.7262,24.5585,4259498.285158993
2882,0Chain,ZCN,0chain,40116166.0,200000000.0,,2018-07-02T00:00:00.000Z,5,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb9ef770b6a5e12e45983c5d80545258aa38f3b78'}",426,2019-03-02T01:54:05.000Z,0.105448523358,17007.4618369934,4.90952,8.23437,10.3788,4230190.467484405
3728,Halo Platform,HALO,halo-platform,3845350405.6721,3847782400.0,,2019-02-07T00:00:00.000Z,2,[],,427,2019-03-02T01:54:08.000Z,0.00109841470684,4741.86921588034,0.00439207,40.1742,-37.7472,4223789.438543395
122,PotCoin,POT,potcoin,221818781.750737,221818781.750737,420000000.0,2014-02-10T00:00:00.000Z,4,['mineable'],,428,2019-03-02T01:54:00.000Z,0.0189998022099,16635.4883313132,0.701794,11.5799,-1.40338,4214512.979704979
3237,Timicoin,TMC,timicoin,317149560.162186,317149560.162186,,2018-08-30T00:00:00.000Z,6,[],,429,2019-03-02T01:54:06.000Z,0.0132717957873,32903.6499275504,-0.36729,4.6842,-4.26269,4209144.196504548
3199,Cashbery Coin,CBC,cashbery-coin,65958847.5361953,90007085.5841405,,2018-08-22T00:00:00.000Z,4,['mineable'],,430,2019-03-02T01:54:06.000Z,0.0636236444406,20979.2506844151,-0.898506,-7.49895,-47.0549,4196542.263354635
3281,Quanta Utility Token,QNTU,quanta-utility-token,29279582413.5,120000000000.0,,2018-09-13T00:00:00.000Z,5,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4234f63b1d202f6c016ca3b6a0d41d7d85f17716'}",431,2019-03-02T01:54:06.000Z,0.000142801238869,634.986458654806,8.25106,1.06116,9.6175,4181160.6422147853
1500,Wings,WINGS,wings,93948221.4485754,100000000.0,,2017-01-08T00:00:00.000Z,7,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x667088b212ce3d06a1b553a7221E1fD19000d9aF'}",432,2019-03-02T01:54:01.000Z,0.0442444583979,88566.1384634388,7.4632,1.88493,-9.72698,4156688.175438191
2315,HTMLCOIN,HTML,html-coin,53067332239.5159,80434575000.0,,2017-12-28T00:00:00.000Z,23,['mineable'],,433,2019-03-02T01:54:03.000Z,7.72757071425e-05,23339.2928268049,0.10728,1.10565,-14.1754,4100815.6249745796
2641,Apex,CPX,apex,454400436.283,676989090.0,,2018-04-16T00:00:00.000Z,8,[],"{'id': 1376, 'name': 'NEO', 'symbol': 'NEO', 'slug': 'neo', 'token_address': '45d493a6f73fa5f404244a5fb8472fc014ca5885'}",434,2019-03-02T01:54:04.000Z,0.00897481837923,607159.794597139,-0.376593,6.36012,46.328,4078161.3870827993
2245,Presearch,PRE,presearch,155000000.0,170000000.0,1000000000.0,2017-12-05T00:00:00.000Z,4,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x88a3e4f35d64aad41a6d4030ac9afe4356cb84fa'}",435,2019-03-02T01:54:03.000Z,0.0264001878105,21031.7465687417,0.0618539,0.0875774,-0.321871,4092029.1106275
2061,BlockMason Credit Protocol,BCPT,blockmason,116158667.0,116158667.0,,2017-10-17T00:00:00.000Z,10,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1c4481750daa5ff521a2a7490d9981ed46465dbd'}",436,2019-03-02T01:54:02.000Z,0.0352168040251,403725.444796128,-0.383381,4.23662,1.5012,4090737.011555851
2529,Cashaa,CAS,cashaa,606355311.69967,1000000000.0,,2018-02-15T00:00:00.000Z,7,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe8780b48bdb05f928697a5e8155f672ed91462f7'}",437,2019-03-02T01:54:04.000Z,0.00674008603438,90029.6679676392,0.988626,7.27125,-7.64136,4086886.968259077
2312,DIMCOIN,DIM,dimcoin,2102483275.80659,8986417067.78836,9000000000.0,2017-12-27T00:00:00.000Z,10,[],"{'id': 873, 'name': 'NEM', 'symbol': 'XEM', 'slug': 'nem', 'token_address': ''}",438,2019-03-02T01:54:03.000Z,0.00194265013852,126305.064784515,0.320739,3.37397,-13.1423,4084389.4269816554
2866,Sentinel Protocol,UPP,sentinel-protocol,295157536.25,500000000.0,,2018-06-18T00:00:00.000Z,12,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc86d054809623432210c107af2e3f619dcfbf652'}",439,2019-03-02T01:54:05.000Z,0.0138312027104,486321.482848739,-0.140894,-1.0087,-7.32896,4082383.7153759864
1976,Blackmoon,BMC,blackmoon,21917543.520177,60000000.0,,2017-09-20T00:00:00.000Z,9,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdf6ef343350780bf8c3410bf062e0c015b1dd671'}",440,2019-03-02T01:54:02.000Z,0.186072180555,233994.693176236,-0.401293,-2.17294,-2.30685,4078245.1152084447
1050,Shift,SHIFT,shift,12896000.9,12896000.9,,2015-09-05T00:00:00.000Z,5,[],,441,2019-03-02T01:54:01.000Z,0.314794057655,14447.6959031862,-0.0231478,2.42946,2.32001,4059584.450833532
1784,Polybius,PLBT,polybius,3969564.998325,3969564.998325,,2017-07-06T00:00:00.000Z,5,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0affa06e7fbe5bc9a764c979aa66e8256a631f02'}",442,2019-03-02T01:54:02.000Z,1.02163711426,6196.26915918234,0.647934,6.4239,5.27378,4055454.929756255
2675,Dock,DOCK,dock,438026684.368141,1000000000.0,,2018-04-25T00:00:00.000Z,11,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe5dada80aa6477e85d09747f2842f7993d0df71c'}",443,2019-03-02T01:54:04.000Z,0.00922641677292,1884302.53794231,0.189934,2.89612,-9.6877,4041416.747640751
2399,Internet Node Token,INT,internet-node-token,283368762.535074,654539768.055075,,2018-01-15T00:00:00.000Z,7,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0b76544f6c413a555f309bf76260d1e02377c02a'}",444,2019-03-02T01:54:03.000Z,0.0141344030895,434620.089720006,-0.124165,2.47726,-1.72114,4005248.3126435415
2739,Digix Gold Token,DGX,digix-gold-token,94133.920516838,106100.0,,2018-05-15T00:00:00.000Z,4,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4f3afec4e5a3f2a6a1a411def7d7dfe50ee057bf'}",445,2019-03-02T01:54:06.000Z,42.3866007298,15082.240624852,-0.114047,-0.463881,-3.71454,3990016.904077941
2714,Nexty,NTY,nexty,150016058401.85,180000000000.0,180000000000.0,2018-05-07T00:00:00.000Z,3,['mineable'],,446,2019-03-02T01:54:05.000Z,2.62049896361e-05,20491.2747375052,0.0512109,0.54561,-7.93906,3931169.255669052
2578,TE-FOOD,TFD,te-food,511196785.492223,567917832.529342,1000000000.0,2018-03-10T00:00:00.000Z,5,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe5f166c0d8872b68790061317bb6cca04582c912'}",447,2019-03-02T01:54:04.000Z,0.00771659696249,5174.63700364017,0.784809,4.09335,-9.84043,3944699.56216394
2644,eosDAC,EOSDAC,eosdac,660755176.7845,1200000000.0,,2018-04-17T00:00:00.000Z,18,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7e9e431a0b8c4d532c745b1043c7fa29a48d4fba'}",448,2019-03-02T01:54:04.000Z,0.0059554423052,57285.5624610367,0.621184,-1.28569,-19.3638,3935089.333202316
2149,Unikoin Gold,UKG,unikoin-gold,143322371.35,1000000000.0,,2017-11-05T00:00:00.000Z,7,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x24692791bc444c5cd0b81e3cbcaba4b04acd1f3b'}",449,2019-03-02T01:54:03.000Z,0.0272316705868,3250.28469338205,0.115725,2.04473,-9.59324,3902907.604322222
2763,Morpheus.Network,MRPH,morpheus-network,30370811.1066,47897218.0,,2018-05-22T00:00:00.000Z,6,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7b0c06043468469967dba22d1af33d77d44056c8'}",450,2019-03-02T01:54:06.000Z,0.127365413685,147617.798077633,0.0606966,2.58002,1.34756,3868190.920541102
2773,GINcoin,GIN,gincoin,5460531.16406499,5460541.16406499,,2018-05-23T00:00:00.000Z,4,['mineable'],,451,2019-03-02T01:54:05.000Z,0.7043907073,61957.4155523432,2.70278,2.2327,-16.7145,3846347.4088894306
2897,Clipper Coin,CCCX,clipper-coin,1602641396.48,5000000000.0,,2018-07-05T00:00:00.000Z,4,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x378903a03fb2c3ac76bb52773e3ce11340377a32'}",452,2019-03-02T01:54:05.000Z,0.00238703315859,10712.4515390026,1.01806,1.15671,-5.19809,3825558.1547267428
3279,Rotharium,RTH,rotharium,3357270.20862486,5207470.24862486,,2018-09-12T00:00:00.000Z,2,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3fd8f39a962efda04956981c31ab89fab5fb8bc8'}",453,2019-03-02T01:54:06.000Z,1.12934772584,1491.9758532138,0.0126751,-0.668868,-0.386967,3791525.4751408678
2722,AC3,AC3,ac3,491008311.588,550000000.0,,2018-05-10T00:00:00.000Z,3,[],"{'id': 2099, 'name': 'ICON', 'symbol': 'ICX', 'slug': 'icon', 'token_address': ''}",454,2019-03-02T01:54:04.000Z,0.00769552491605,6750.65534619907,-21.8113,39.6263,77.0531,3778566.695813096
1775,adToken,ADT,adtoken,600000000.0,1000000000.0,1000000000.0,2017-07-02T00:00:00.000Z,4,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd0d6d6c5fe4a677d343cc433536bb717bae167dd'}",455,2019-03-02T01:54:02.000Z,0.00626282078584,115189.440301043,0.130596,0.872717,-5.09262,3757692.471504
2572,BABB,BAX,babb,20999999999.0,50000000000.0,,2018-03-09T00:00:00.000Z,5,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9a0242b7a33dacbe40edb927834f96eb39f8fbcb'}",456,2019-03-02T01:54:04.000Z,0.000178164278527,208396.399123356,-3.04037,4.58621,-13.658,3741449.8488888354
2918,Bit-Z Token,BZ,bit-z-token,44905137.4739797,1200000000.0,,2018-07-11T00:00:00.000Z,4,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4375e7ad8a01b8ec3ed041399f62d9cd120e0063'}",457,2019-03-02T01:54:05.000Z,0.0830614155345,53447158.4090991,8.30926,1.76666,5.42707,3729884.283360075
3081,Omnitude,ECOM,omnitude,55840829.0072552,74413301.337384,,2018-08-06T00:00:00.000Z,3,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x171d750d42d661b62c277a6b486adb82348c3eca'}",458,2019-03-02T01:54:05.000Z,0.0666765123749,27062.4527788428,0.0428566,-1.44707,-10.8225,3723271.7263269257
2776,Travala.com,AVA,travala,35103443.3912726,61571086.0,,2018-05-28T00:00:00.000Z,8,[],"{'id': 1376, 'name': 'NEO', 'symbol': 'NEO', 'slug': 'neo', 'token_address': 'de2ed49b691e76754c20fe619d891b78ef58e537'}",459,2019-03-02T01:54:05.000Z,0.106054582185,9345.65579217189,0.000228646,6.30049,-1.19672,3722881.0221162145
2881,Distributed Credit Chain,DCC,distributed-credit-chain,3001092023.33335,3422933690.00001,,2018-06-28T00:00:00.000Z,7,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xffa93aacf49297d51e211817452839052fdfb961'}",460,2019-03-02T01:54:05.000Z,0.00122711990396,14366.3815884149,0.456602,8.53968,-11.1925,3682699.7554479428
2610,Peculium,PCL,peculium,1969567360.03463,2207856526.29857,,2018-03-25T00:00:00.000Z,5,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3618516f45cd3c913f81f9987af41077932bc40d'}",461,2019-03-02T01:54:05.000Z,0.00184550444354,78156.3831264499,-0.355202,-4.39797,-15.5582,3634845.314795257
42,Primecoin,XPM,primecoin,26740667.8202737,26740667.8202737,,2013-07-11T00:00:00.000Z,4,['mineable'],,462,2019-03-02T01:54:00.000Z,0.132522827827,25957.2173862995,0.0450087,-3.30376,-1.58382,3543748.9175251313
2337,Lamden,TAU,lamden,142215728.19,288090567.494,,2018-01-04T00:00:00.000Z,5,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc27a2f05fa577a83ba0fdb4c38443c0718356501'}",463,2019-03-02T01:54:03.000Z,0.0254145827138,21819.8536569702,-0.857709,-1.14371,-9.00441,3614353.387288053
2354,GET Protocol,GET,get-protocol,11388257.6512235,33368773.4000002,,2018-01-09T00:00:00.000Z,6,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8a854288a5976036a725879164ca3e91d30c6a1b'}",464,2019-03-02T01:54:04.000Z,0.317026582982,3485.7524164341,0.0320285,7.30623,11.1854,3610380.409286003
215,Rubycoin,RBY,rubycoin,26656234.3918338,26656234.3918338,,2014-03-20T00:00:00.000Z,1,[],,465,2019-03-02T01:54:00.000Z,0.135232629334,7952.01060615156,0.0898539,29.5079,44.8919,3604792.664951083
1405,Pepe Cash,PEPECASH,pepe-cash,701884009.0,701884009.0,,2016-09-29T00:00:00.000Z,3,[],"{'id': 132, 'name': 'Counterparty', 'symbol': 'XCP', 'slug': 'counterparty', 'token_address': 'PEPECASH'}",466,2019-03-02T01:54:01.000Z,0.00512806564612,1346.71820162093,-2.26198,-11.0772,10.8065,3599307.274113881
1814,Linda,LINDA,linda,12102632777.7402,12395234755.1912,30000000000.0,2017-07-15T00:00:00.000Z,9,['mineable'],,467,2019-03-02T01:54:02.000Z,0.000297087824899,12762.2517997245,-14.146,-3.7677,-17.0818,3595544.8474901784
2691,Penta,PNT,penta,20413527907.9411,50000000000.0,100000000000.0,2018-04-30T00:00:00.000Z,10,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x53066cddbc0099eb6c96785d9b3df2aaeede5da3'}",468,2019-03-02T01:54:04.000Z,0.000158507867441,170852.041096991,-6.74898,0.878847,-11.381,3235704.7756350823
3716,Amoveo,VEO,amoveo,57712.63569366,59517.63569366,,2019-02-05T00:00:00.000Z,3,['mineable'],,469,2019-03-02T01:54:07.000Z,60.435821074,29196.5253141251,0.178023,-2.33319,-5.76944,3487910.524490982
1505,Spectrecoin,XSPEC,spectrecoin,22106146.6196478,22106146.6196478,,2017-01-14T00:00:00.000Z,4,[],,470,2019-03-02T01:54:02.000Z,0.156509710708,3287.87222891366,0.696225,-10.9682,-35.6166,3459826.612309709
3715,Cajutel,CAJ,cajutel,243896.69849698,1780000.0,,2019-01-31T00:00:00.000Z,3,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3c6a7ab47b5f058be0e7c7fe1a4b7925b8aca40e'}",471,2019-03-02T01:54:07.000Z,14.1836642253,6906.02025847423,3.12033,33.7285,130.543,3459348.8771403953
2742,Sakura Bloom,SKB,sakura-bloom,2582965294.29,6000000000.0,,2018-05-15T00:00:00.000Z,5,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4af328c52921706dcb739f25786210499169afe6'}",472,2019-03-02T01:54:05.000Z,0.00133363758369,221971.307008062,0.651708,1.83678,-9.6413,3444739.593832045
2341,SwftCoin,SWFTC,swftcoin,3639990384.17,10000000000.0,,2018-01-04T00:00:00.000Z,9,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0bb217e40f8a5cb79adf04e1aab60e5abd0dfc1e'}",473,2019-03-02T01:54:03.000Z,0.000942710552203,877829.593608697,-1.56006,-1.74706,-7.8706,3431457.345074511
1751,ATC Coin,ATCC,atc-coin,294760543.714287,410000000.0,410000000.0,2018-07-31T00:00:00.000Z,7,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xddaaf4a0702a03a4505f2352a1aba001ffc344be'}",474,2019-03-02T01:54:02.000Z,0.0116198355252,240827.811223093,-2.49619,-29.8662,-44.9667,3425069.0372785395
895,Xaurum,XAUR,xaurum,89387349.2393381,89387349.2393381,,2015-04-21T00:00:00.000Z,4,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4DF812F6064def1e5e029f1ca858777CC98D2D81'}",475,2019-03-02T01:54:01.000Z,0.0382972836933,7593.04598900824,0.00637998,2.91107,-12.1031,3423292.6724110153
2958,TurtleCoin,TRTL,turtlecoin,37455161524.6,37455161524.6,1000000000000.0,2018-07-23T00:00:00.000Z,9,['mineable'],,476,2019-03-02T01:54:06.000Z,9.0288737268e-05,99977.7175101605,0.255534,0.416034,-1.51484,3381779.2382251117
3746,electrumdark,ELD,electrumdark,2464091.2,3900000.0,,2019-02-18T00:00:00.000Z,5,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xaaf7d4cd097317d68174215395eb02c2cca81e31'}",477,2019-02-26T12:53:09.000Z,1.36803356066,16638.4117220283,-0.605106,4704.51,1650.69,3370959.4581269724
2669,MARK.SPACE,MRK,mark-space,653655757.237856,3000000000.0,,2018-04-23T00:00:00.000Z,9,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf453b5b9d4e0b5c62ffb256bb2378cc2bc8e8a89'}",478,2019-03-02T01:54:05.000Z,0.00510539301852,78155.5156018711,0.0730306,-0.0538072,-12.0524,3337169.5395175545
2891,Cardstack,CARD,cardstack,2390525772.13318,6000000000.0,,2018-07-03T00:00:00.000Z,10,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb07ec2c28834b889b1ce527ca0f19364cd38935c'}",479,2019-03-02T01:54:05.000Z,0.00137733566327,268920.472695855,-0.968324,0.0994594,-23.7266,3292556.3999250825
3082,VINchain,VIN,vinchain,480108901.0,840108901.0,,2018-08-06T00:00:00.000Z,4,[],,480,2019-03-02T01:54:05.000Z,0.00690242757057,63962.3612671471,0.292211,-0.644167,1.43703,3313916.9151384626
3750,eXPerience Chain,XPC,experience-chain,91090814961.0,113215461333.0,,2019-02-25T00:00:00.000Z,3,['mineable'],,481,2019-03-02T01:54:07.000Z,3.60327777821e-05,15853.3041736775,0.187345,8.90817,,3282255.093480103
2204,B2BX,B2B,b2bx,16489646.2058237,19822337.1995854,,2017-11-20T00:00:00.000Z,17,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5d51fcced3114a8bb5e90cdd0f9d682bcbcc5393'}",482,2019-03-02T01:54:03.000Z,0.199068887965,450882.973187053,0.131508,0.56799,-1.07733,3282575.5331296055
3419,Quasarcoin,QAC,quasarcoin,168236462.23,263236462.23,368100000.0,2018-10-09T00:00:00.000Z,4,['mineable'],,483,2019-03-02T01:54:06.000Z,0.0194795245392,12140.4452281217,21.6313,-9.76817,-17.2085,3277166.2943974785
1719,Peerplays,PPY,peerplays-ppy,4501540.95289,5589336.46196,,2017-06-13T00:00:00.000Z,5,[],,484,2019-03-02T01:54:02.000Z,0.72769322405,424549.898599037,-0.0248374,3.31709,2.41341,3275740.8492016336
3366,SafeInsure,SINS,safeinsure,1050000.0,1760536.45762263,21000000.0,2018-10-01T00:00:00.000Z,5,[],,485,2019-03-02T01:54:06.000Z,3.10804121703,195903.046201121,4.03355,-4.95802,-25.696,3263443.2778815
2453,EDUCare,EKT,educare,450000000.0,1000000000.0,,2018-01-23T00:00:00.000Z,5,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbab165df9455aa0f2aed1f2565520b91ddadb4c8'}",486,2019-03-02T01:54:04.000Z,0.00722442134112,110854.046051523,0.272505,-1.03664,-5.44689,3250989.603504
3243,Moneytoken,IMT,moneytoken,9430337526.88265,19155705310.11,,2018-08-30T00:00:00.000Z,8,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x13119e34e140097a507b07a5564bde1bc375d9e6'}",487,2019-03-02T01:54:06.000Z,0.000342786898418,8544.53845784621,-0.300596,-1.44419,-7.79521,3232596.1518749767
2586,Synthetix Network Token,SNX,synthetix-network-token,68355189.7257172,100000000.0,,2018-03-14T00:00:00.000Z,8,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc011a72400e58ecd99ee497cf89e3775d4bd732f'}",488,2019-03-02T01:54:04.000Z,0.0470778897947,14973.162194282,0.100514,-2.83821,1.67972,3218018.088803124
1881,DeepOnion,ONION,deeponion,16117126.32858,21108978.4994555,25000000.0,2017-08-12T00:00:00.000Z,19,['mineable'],,489,2019-03-02T01:54:02.000Z,0.199462643268,2913.31435668038,0.138483,1.58477,-7.46081,3214764.619382843
1587,Dynamic,DYN,dynamic,14507944.894,314507944.894,,2017-03-26T00:00:00.000Z,2,['mineable'],,490,2019-03-02T01:54:01.000Z,0.219854360279,5720.33463932454,3.28136,2.49003,5.52002,3189634.9436333543
1853,OAX,OAX,oax,25009249.58,100000000.0,,2017-07-31T00:00:00.000Z,8,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x701c244b988a513c945973defa05de933b23fe1d'}",491,2019-03-02T01:54:02.000Z,0.127464526343,515438.250367593,-0.234214,5.81178,-3.78322,3187792.151908572
2162,Delphy,DPY,delphy,51832819.7983923,100000000.0,,2017-11-08T00:00:00.000Z,6,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6c2adc2073994fb2ccc5032cc2906fa221e9b391'}",492,2019-03-02T01:54:03.000Z,0.0612198625744,1726902.2273937,-0.359912,-0.589872,-16.8437,3173198.1049012165
1044,Global Currency Reserve,GCR,global-currency-reserve,105486966.708409,105486966.708409,,2015-08-26T00:00:00.000Z,1,[],,493,2019-03-02T01:54:01.000Z,0.0298415136954,2248.98077955807,0.0874343,-3.50809,-10.3116,3147890.761715191
3754,EveryCoin ,EVY,everycoin,9380000000.0,88800000000.0,,2019-02-20T00:00:00.000Z,10,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xeed3ae7b0f8b5b9bb8c035a9941382b1822671cd'}",494,2019-03-02T01:54:07.000Z,0.000332348790949,120795.102957841,0.0333918,-7.23055,-5.58197,3117431.65910162
362,CloakCoin,CLOAK,cloakcoin,5258689.2589788,5258689.2589788,,2014-06-07T00:00:00.000Z,7,[],,495,2019-03-02T01:54:01.000Z,0.592245275742,36754.2177979482,0.0865603,-2.7478,-6.21615,3114433.870225393
2006,Cobinhood,COB,cobinhood,394695406.989973,1000000000.0,,2017-10-01T00:00:00.000Z,4,[],"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb2f7eb1f2c37645be61d73953035360e768d81e6'}",496,2019-03-02T01:54:03.000Z,0.00783677526543,15177.47879607,-4.45267,-6.60123,-22.8503,3093139.2028778475
