,state,county,total_votes,dem_votes,rep_votes,other_votes,dem_share,east_west
2391,TX,Parmer County,3713,719,2969,25,19.49,west
2392,GA,Lumpkin County,11075,2586,8326,163,23.73,east
2393,NC,Pender County,23749,9907,13618,224,42.12,east
2394,AR,Polk County,7681,1957,5473,251,26.34,west
2395,AL,Morgan County,50542,13895,36014,633,27.83,east
2396,GA,Stephens County,10517,2705,7689,123,26.01,east
2397,OK,Stephens County,18932,4538,14394,0,23.97,west
2398,OK,Atoka County,4881,1370,3511,0,28.07,west
2399,OK,Pushmataha County,4473,1265,3208,0,28.28,west
2400,AR,Phillips County,8969,5695,3097,177,64.8,west
2401,OK,Murray County,5338,1592,3746,0,29.82,west
2402,OK,Tillman County,3237,1042,2195,0,32.19,west
2403,GA,Gordon County,17607,4268,13113,226,24.52,east
2404,SC,Dillon County,13417,7408,5874,135,55.77,east
2405,GA,Dawson County,9974,1632,8242,100,16.57,east
2406,SC,Kershaw County,27985,11226,16466,293,40.54,east
2407,NM,Roosevelt County,6720,2303,4311,106,34.82,west
2408,MS,Union County,12195,2985,9072,138,24.76,east
2409,AL,Marshall County,33166,7038,25727,401,21.46,east
2410,GA,Chattooga County,8307,2596,5572,139,31.81,east
2411,GA,Floyd County,34213,10691,23132,390,31.65,east
2412,NM,Socorro County,7895,4696,3032,167,60.78,west
2413,NM,Catron County,2112,664,1398,50,32.17,west
2414,AL,Franklin County,11693,3469,8048,176,30.15,east
2415,TX,Hardeman County,1595,373,1199,23,23.73,west
2416,SC,Fairfield County,11619,7591,3912,116,65.99,east
2417,AR,Arkansas County,6978,2619,4185,174,38.46,west
2418,GA,Pickens County,12786,2595,10004,187,20.61,east
2419,MS,Lafayette County,18460,7997,10278,185,43.76,east
2420,MS,Panola County,16416,8690,7620,106,53.28,east
2421,GA,Franklin County,8073,1914,6069,90,23.96,east
2422,SC,Darlington County,29334,14505,14544,285,49.93,east
2423,SC,Newberry County,16524,6708,9616,200,41.1,east
2424,AL,Cherokee County,9745,2306,7298,141,24.04,east
2425,MS,Coahoma County,10568,7597,2917,54,72.26,east
2426,MS,Quitman County,4168,2803,1334,31,67.75,east
2427,GA,Hall County,59928,14457,44962,509,24.32,east
2428,MS,Lee County,34960,12021,22694,245,34.63,east
2429,OK,Carter County,18844,5603,13241,0,29.73,west
2430,OK,Johnston County,3957,1249,2708,0,31.56,west
2431,OK,Cotton County,2483,690,1793,0,27.79,west
2432,OK,McCurtain County,10539,2794,7745,0,26.51,west
2433,AR,Hot Spring County,11955,4288,7209,458,37.32,west
2434,AZ,Gila County,22333,7884,14095,354,35.87,west
2435,GA,Hart County,10002,3365,6537,100,33.94,east
2436,AR,Grant County,6793,1562,5023,208,23.74,west
2437,AR,Jefferson County,29689,18465,10655,569,63.4,west
2438,GA,Banks County,6241,1027,5120,94,16.75,east
2439,NC,Columbus County,24282,11076,12994,212,46.01,east
2440,SC,Abbeville County,11001,4593,6264,144,42.3,east
2441,MS,Itawamba County,9951,2084,7663,204,21.38,east
2442,TX,Wilbarger County,4509,1196,3283,30,26.7,west
2443,GA,Bartow County,36093,9662,25976,455,27.13,east
2444,GA,Cherokee County,93772,22350,70279,1143,24.09,east
2445,SC,Greenwood County,29667,12348,16995,324,42.08,east
2446,NC,New Hanover County,100665,49145,50544,976,49.3,east
2447,MS,Pontotoc County,12868,2982,9727,159,23.46,east
2448,SC,Lee County,9153,5960,3074,119,65.98,east
2449,NC,Brunswick County,52608,21331,30753,524,40.96,east
2450,AR,Howard County,4846,1746,2957,143,37.11,west
2451,AR,Pike County,3966,1089,2727,150,28.56,west
2452,NM,Lincoln County,9696,3535,6001,160,37.09,west
2453,AR,Clark County,9094,4267,4608,219,48.05,west
2454,GA,Forsyth County,75376,15406,59166,804,20.63,east
2455,AL,Marion County,12355,2600,9536,219,21.38,east
2456,AZ,La Paz County,5552,1929,3509,114,35.44,west
2457,TX,Motley County,594,67,522,5,11.38,west
2458,TX,Cottle County,705,187,509,9,26.86,west
2459,AL,Cullman County,35305,5864,28896,545,16.85,east
2460,TX,Floyd County,2521,730,1784,7,29.04,west
2461,TX,Hale County,9943,2708,7171,64,27.42,west
2462,TX,Lamb County,4525,1156,3344,25,25.69,west
2463,SC,Florence County,58373,28012,29861,500,48.4,east
2464,TX,Bailey County,2316,682,1618,16,29.65,west
2465,AL,Winston County,10031,1757,8103,171,17.8,east
2466,SC,Horry County,104798,38879,64609,1310,37.57,east
2467,SC,Marion County,10876,6794,3996,86,62.97,east
2468,GA,Jackson County,22960,4950,17776,234,21.82,east
2469,OK,Jefferson County,2457,805,1652,0,32.76,west
2470,GA,Elbert County,8317,3366,4868,83,40.91,east
2471,GA,Madison County,11334,2965,8226,143,26.52,east
2472,SC,Richland County,165037,105656,57941,1440,64.58,east
2473,AL,Blount County,24267,3522,20389,356,14.72,east
2474,TX,Foard County,538,198,327,13,37.71,west
2475,TX,Wichita County,45982,13868,31731,383,30.41,west
2476,AL,Etowah County,44737,13497,30595,645,30.63,east
2477,SC,Lexington County,109512,33303,74960,1249,30.76,east
2478,MS,Yalobusha County,6826,3151,3628,47,46.48,east
2479,AR,Sevier County,4580,1291,3125,164,29.25,west
2480,SC,Saluda County,8603,3323,5191,89,39.03,east
2481,GA,Fulton County,404941,272000,130136,2805,67.67,east
2482,OK,Marshall County,5373,1643,3730,0,30.58,west
2483,AR,Lincoln County,4406,1710,2513,183,40.5,west
2484,SC,Sumter County,44358,25431,18581,346,57.78,east
2485,GA,Gwinnett County,290271,129025,158746,2500,44.86,east
2486,MS,Tallahatchie County,6943,4105,2786,52,59.57,east
2487,MS,Calhoun County,7034,2522,4467,45,36.08,east
2488,OK,Bryan County,13733,4426,9307,0,32.23,west
2489,OK,Choctaw County,5590,1860,3730,0,33.27,west
2490,AR,Dallas County,3318,1471,1757,90,45.53,west
2491,TX,Clay County,5339,1085,4213,41,20.48,west
2492,GA,Barrow County,24582,6657,17625,300,27.43,east
2493,MS,Bolivar County,15381,10334,4891,156,67.88,east
2494,AR,Desha County,4678,2569,1999,110,56.25,west
2495,GA,Polk County,14113,4052,9850,211,29.14,east
2496,MS,Monroe County,17496,7169,10184,143,41.31,east
2497,NM,Chaves County,22112,8197,13651,264,37.55,west
2498,GA,Cobb County,315444,141216,170957,3271,45.25,east
2499,CA,Riverside County,647299,325017,310041,12241,51.17,west
2500,GA,Paulding County,56985,17229,39192,564,30.51,east
2501,SC,McCormick County,15174,9608,5416,150,63.95,east
2502,MS,Chickasaw County,9058,4588,4395,75,51.07,east
2503,OK,Love County,3846,1257,2589,0,32.68,west
2504,AR,Cleveland County,3505,911,2451,143,27.11,west
2505,AL,Lamar County,7075,1614,5419,42,22.94,east
2506,GA,Oglethorpe County,6447,2232,4144,71,34.98,east
2507,AZ,Maricopa County,1364962,602166,746448,16348,44.64,west
2508,GA,Clarke County,45510,29591,15333,586,65.86,east
2509,AR,Hempstead County,7349,2869,4273,207,40.16,west
2510,AL,Walker County,28652,7420,20722,510,26.37,east
2511,GA,Wilkes County,5052,2315,2705,32,46.12,east
2512,TX,Montague County,7950,1597,6245,108,20.37,west
2513,AL,Saint Clair County,34088,6091,27649,348,18.08,east
2514,MS,Sunflower County,11193,7838,3245,110,70.72,east
2515,GA,Lincoln County,4416,1650,2731,35,37.7,east
2516,SC,Edgefield County,11520,5075,6334,111,44.48,east
2517,GA,DeKalb County,322301,254594,65581,2126,79.48,east
2518,AL,Calhoun County,49242,16334,32348,560,33.57,east
2519,GA,Oconee County,17132,4825,12120,187,28.51,east
2520,AL,Cleburne County,6492,1168,5216,108,18.29,east
2521,TX,Red River County,5052,1539,3461,52,30.78,west
2522,AR,Nevada County,3635,1474,2062,99,41.73,west
2523,TX,Grayson County,45477,13900,31136,441,30.86,west
2524,TX,Cooke County,15032,3051,11871,110,20.45,west
2525,AR,Little River County,5152,1753,3247,152,35.05,west
2526,SC,Clarendon County,15552,8673,6758,121,56.21,east
2527,CA,Orange County,1153687,549558,579064,25065,48.67,west
2528,TX,Lamar County,18362,5243,12952,167,28.81,west
2529,GA,Walton County,36026,8469,27253,304,23.69,east
2530,AL,Fayette County,7957,1994,5883,80,25.35,east
2531,GA,Haralson County,11097,2248,8658,191,20.65,east
2532,MS,Grenada County,11321,5029,6234,58,44.65,east
2533,SC,Williamsburg County,16443,11279,5004,160,69.27,east
2534,TX,Fannin County,11694,3464,8092,138,29.97,west
2535,SC,Calhoun County,7738,3970,3695,73,51.8,east
2536,SC,Aiken County,69770,26101,42849,820,37.86,east
2537,AL,Jefferson County,318524,166121,149921,2482,52.57,east
2538,TX,King County,163,8,151,4,5.03,west
2539,TX,Knox County,1368,367,986,15,27.13,west
2540,TX,Archer County,4365,740,3595,30,17.07,west
2541,TX,Dickens County,972,234,730,8,24.27,west
2542,TX,Crosby County,1914,684,1221,9,35.91,west
2543,TX,Baylor County,1643,366,1262,15,22.48,west
2544,TX,Lubbock County,97534,30486,66304,744,31.5,west
2545,TX,Cochran County,1057,284,758,15,27.26,west
2546,TX,Hockley County,7645,1797,5795,53,23.67,west
2547,AR,Ouachita County,9960,4346,5427,187,44.44,west
2548,GA,Morgan County,9151,3091,5987,73,34.07,east
2549,GA,Carroll County,43498,14334,28661,503,33.37,east
2550,MS,Leflore County,13081,8914,4105,62,68.47,east
2551,MS,Clay County,11092,6558,4466,68,59.49,east
2552,GA,Douglas County,55083,27825,26812,446,50.91,east
2553,AR,Calhoun County,2217,691,1462,64,32.13,west
2554,AR,Drew County,6610,2598,3860,152,40.23,west
2555,GA,Rockdale County,37706,20526,16921,259,54.78,east
2556,SC,Georgetown County,30290,14199,15790,301,47.35,east
2557,AZ,Greenlee County,2913,1165,1712,36,40.49,west
2558,GA,Greene County,7919,3339,4532,48,42.45,east
2559,MS,Lowndes County,27465,13209,13994,262,48.56,east
2560,GA,Newton County,41435,20827,20337,271,50.6,east
2561,MS,Webster County,5457,1349,4072,36,24.88,east
2562,GA,Taliaferro County,990,643,339,8,65.52,east
2563,TX,Bowie County,35186,10815,24162,209,30.92,west
2564,SC,Orangeburg County,39754,27263,12115,376,69.24,east
2565,AR,Bradley County,4041,1680,2262,99,42.62,west
2566,GA,Columbia County,55351,15703,39322,326,28.57,east
2567,AL,Talladega County,34204,13779,20112,313,40.67,east
2568,MS,Montgomery County,5712,2609,3071,32,45.94,east
2569,MS,Carroll County,5965,2037,3902,26,34.3,east
2570,GA,McDuffie County,9440,3989,5400,51,42.51,east
2571,AZ,Graham County,12007,3487,8376,144,29.35,west
2572,GA,Clayton County,99438,82527,16506,405,83.33,east
2573,GA,Henry County,88311,40567,47157,587,46.22,east
2574,AR,Miller County,15063,4869,9913,281,32.93,west
2575,GA,Warren County,2660,1554,1087,19,58.81,east
2576,AL,Tuscaloosa County,78912,32796,45405,711,41.98,east
2577,NM,Lea County,18645,5108,13347,190,27.68,west
2578,MS,Oktibbeha County,18792,9326,9320,146,50.02,east
2579,AR,Chicot County,5208,3043,2119,46,58.93,west
2580,GA,Fayette County,59321,20313,38501,507,34.51,east
2581,AL,Shelby County,90643,20625,69060,958,23.03,east
2582,GA,Richmond County,79333,52100,26842,391,66.03,east
2583,AL,Pickens County,10067,4594,5434,39,45.78,east
2584,MS,Choctaw County,4128,1459,2624,45,35.73,east
2585,MS,Washington County,19583,13148,6347,88,67.44,east
2586,GA,Jasper County,5904,1935,3916,53,33.1,east
2587,GA,Coweta County,53549,15521,37571,457,29.23,east
2588,SC,Berkeley County,64781,27755,36205,821,43.39,east
2589,CA,San Diego County,1231047,666581,541032,23434,55.2,west
2590,AL,Randolph County,10384,3064,7175,145,29.92,east
2591,AL,Clay County,6819,1760,4984,75,26.09,east
2592,TX,Delta County,2187,589,1580,18,27.15,west
2593,SC,Barnwell County,9798,4931,4769,98,50.84,east
2594,GA,Putnam County,9132,3102,5966,64,34.24,east
2595,NM,Sierra County,5485,2352,3017,116,43.82,west
2596,AR,Lafayette County,2902,1133,1685,84,40.16,west
2597,GA,Hancock County,4344,3535,795,14,81.64,east
2598,AZ,Yuma County,43615,18559,24577,479,43.07,west
2599,AZ,Pinal County,104883,44254,59421,1208,42.67,west
2600,TX,Jack County,3023,470,2528,25,15.68,west
2601,AR,Columbia County,9558,3554,5861,143,37.77,west
2602,GA,Butts County,9091,3065,5947,79,34.01,east
2603,SC,Bamberg County,6814,4426,2309,79,65.71,east
2604,CA,Imperial County,38820,24162,14008,650,63.28,west
2605,TX,Wise County,20639,4471,15973,195,21.87,west
2606,TX,Denton County,243263,91160,149935,2168,37.81,west
2607,GA,Heard County,4225,1042,3133,50,24.97,east
2608,TX,Hunt County,29524,8594,20573,357,29.47,west
2609,TX,Collin County,296583,109047,184897,2639,37.1,west
2610,TX,Kent County,448,99,342,7,22.45,west
2611,TX,Stonewall County,735,206,524,5,28.22,west
2612,TX,Titus County,9245,3145,6028,72,34.29,west
2613,TX,Garza County,1750,375,1356,19,21.66,west
2614,TX,Throckmorton County,838,166,671,1,19.83,west
2615,TX,Young County,7305,1303,5942,60,17.99,west
2616,TX,Haskell County,2116,699,1388,29,33.49,west
2617,AR,Ashley County,8642,2976,5406,260,35.46,west
2618,TX,Lynn County,2116,627,1473,16,29.86,west
2619,NM,Otero County,21766,8610,12806,350,40.24,west
2620,TX,Yoakum County,2458,450,1989,19,18.45,west
2621,TX,Terry County,4280,1379,2879,22,32.39,west
2622,TX,Franklin County,4491,1036,3392,63,23.4,west
2623,AR,Union County,17179,6190,10677,312,36.66,west
2624,TX,Hopkins County,12919,3530,9299,90,27.51,west
2625,TX,Morris County,5248,2055,3158,35,39.42,west
2626,MS,Holmes County,9543,7765,1714,64,81.92,east
2627,GA,Spalding County,25255,10141,14885,229,40.57,east
2628,SC,Dorchester County,52405,21806,29929,670,42.15,east
2629,MS,Humphreys County,5126,3634,1462,30,71.31,east
2630,GA,Glascock County,1428,210,1202,16,14.86,east
2631,GA,Jefferson County,7234,4149,3061,24,57.57,east
2632,TX,Cass County,11846,3490,8279,77,29.65,west
2633,GA,Burke County,9626,5233,4344,49,54.67,east
2634,MS,Noxubee County,6589,5030,1525,34,76.74,east
2635,MS,Winston County,10221,4653,5497,71,45.84,east
2636,MS,Attala County,9183,3849,5273,61,42.19,east
2637,AL,Bibb County,8644,2299,6262,83,26.87,east
2638,GA,Washington County,8863,4607,4216,40,52.21,east
2639,GA,Meriwether County,9504,4465,4982,57,47.28,east
2640,GA,Troup County,26028,10455,15391,182,40.48,east
2641,SC,Charleston County,154434,82698,69822,1914,54.22,east
2642,NM,Grant County,13755,8142,5406,207,60.1,west
2643,GA,Pike County,8203,1575,6547,81,19.39,east
2644,GA,Lamar County,7688,2752,4873,63,36.09,east
2645,GA,Monroe County,12131,4106,7933,92,34.14,east
2646,GA,Baldwin County,16537,8587,7823,127,52.32,east
2647,GA,Jones County,12438,4572,7782,84,37.02,east
2648,SC,Colleton County,17321,8616,8525,180,50.26,east
2649,SC,Allendale County,4024,3029,947,48,76.18,east
2650,AL,Greene County,5305,4408,876,21,83.43,east
2651,AL,Chambers County,14956,6799,8067,90,45.77,east
2652,AL,Tallapoosa County,19311,6063,13116,132,31.62,east
2653,AL,Coosa County,5563,2273,3248,42,41.19,east
2654,MS,Sharkey County,2795,1907,873,15,68.6,east
2655,TX,Camp County,4567,1734,2798,35,38.26,west
2656,AL,Chilton County,17785,3674,13960,151,20.87,east
2657,NM,Dona Ana County,69280,40282,28068,930,58.92,west
2658,GA,Screven County,6481,3024,3423,34,46.93,east
2659,SC,Hampton County,9350,5816,3439,95,62.84,east
2660,MS,Yazoo County,11477,6116,5290,71,53.62,east
2661,LA,Caddo Parish,108660,55536,52228,896,51.53,west
2662,LA,Bossier Parish,45835,12703,32713,419,27.97,west
2663,LA,Webster Parish,18270,6610,11417,243,36.67,west
2664,LA,Claiborne Parish,6841,3025,3750,66,44.65,west
2665,LA,Union Parish,10868,3103,7619,146,28.94,west
2666,TX,Wood County,17784,4010,13658,116,22.7,west
2667,MS,Issaquena County,950,579,364,7,61.4,east
2668,GA,Wilkinson County,4673,2298,2349,26,49.45,east
2669,LA,Morehouse Parish,13200,5792,7258,150,44.39,west
2670,AL,Hale County,8214,4982,3200,32,60.88,east
2671,LA,West Carroll Parish,4987,878,4045,64,17.84,west
2672,TX,Palo Pinto County,9890,2499,7264,127,25.6,west
2673,LA,East Carroll Parish,3559,2267,1254,38,64.39,west
2674,TX,Parker County,47951,10502,36974,475,22.12,west
2675,GA,Upson County,11421,4061,7291,69,35.81,east
2676,AL,Sumter County,7020,5264,1731,25,75.23,east
2677,TX,Tarrant County,628553,274880,348420,5253,44.1,west
2678,TX,Dallas County,738463,422989,310000,5474,57.71,west
2679,TX,Rockwall County,32066,8492,23300,274,26.71,west
2680,TX,Rains County,4236,1048,3146,42,24.99,west
2681,TX,Scurry County,5569,1088,4414,67,19.78,west
2682,NM,Eddy County,20093,7351,12500,242,37.04,west
2683,TX,Fisher County,1784,687,1083,14,38.81,west
2684,TX,Borden County,361,40,316,5,11.24,west
2685,TX,Dawson County,4096,1152,2906,38,28.39,west
2686,TX,Gaines County,4067,650,3385,32,16.11,west
2687,TX,Jones County,5808,1528,4203,77,26.66,west
2688,TX,Shackelford County,1505,208,1284,13,13.94,west
2689,TX,Stephens County,3526,626,2869,31,17.91,west
2690,GA,Jenkins County,3440,1482,1936,22,43.36,east
2691,GA,Bibb County,66368,38987,27037,344,59.05,east
2692,MS,Neshoba County,11402,3114,8209,79,27.5,east
2693,MS,Leake County,9359,4151,5148,60,44.64,east
2694,MS,Kemper County,5223,3256,1935,32,62.72,east
2695,TX,Upshur County,15164,3790,11222,152,25.24,west
2696,GA,Twiggs County,4519,2402,2087,30,53.52,east
2697,GA,Talbot County,3700,2369,1301,30,64.52,east
2698,TX,Marion County,4252,1644,2567,41,39.04,west
2699,MS,Madison County,47269,19831,27203,235,42.16,east
2700,AL,Perry County,6159,4457,1679,23,72.62,east
2701,GA,Harris County,14908,4184,10648,76,28.24,east
2702,GA,Crawford County,5240,1832,3358,50,35.32,east
2703,TX,Kaufman County,35145,11161,23735,249,31.99,west
2704,GA,Emanuel County,8242,3068,5110,64,37.5,east
2705,TX,Van Zandt County,20395,4505,15734,156,22.26,west
2706,GA,Johnson County,3644,1198,2426,20,33.07,east
2707,TX,Harrison County,26158,8887,17103,168,34.19,west
2708,NM,Hidalgo County,1951,993,936,22,51.47,west
2709,AL,Elmore County,34315,8301,25777,237,24.37,east
2710,LA,Lincoln Parish,19179,8292,10680,207,43.7,west
2711,SC,Jasper County,8854,5389,3365,100,61.56,east
2712,GA,Taylor County,3583,1536,2021,26,43.2,east
2713,AL,Lee County,54325,21498,32230,597,40.04,east
2714,AL,Dallas County,20852,13986,6798,68,67.3,east
2715,LA,Ouachita Parish,67244,24813,41741,690,37.28,west
2716,GA,Laurens County,19937,7769,12052,116,39.2,east
2717,AL,Autauga County,23641,6093,17403,145,25.96,east
2718,SC,Beaufort County,68870,30396,37821,653,44.56,east
2719,GA,Peach County,11165,5927,5173,65,53.42,east
2720,GA,Houston County,55931,22094,33392,445,39.82,east
2721,TX,Smith County,79561,23726,55187,648,30.07,west
2722,LA,Richland Parish,9181,3311,5751,119,36.53,west
2723,TX,Gregg County,42610,13166,29203,241,31.07,west
2724,GA,Bulloch County,23920,9586,14174,160,40.34,east
2725,MS,Scott County,11671,5025,6584,62,43.29,east
2726,MS,Warren County,21764,10489,11152,123,48.47,east
2727,GA,Muscogee County,74065,44158,29568,339,59.9,east
2728,NM,Luna County,8340,4311,3870,159,52.7,west
2729,GA,Effingham County,20316,4936,15230,150,24.47,east
2730,AL,Macon County,10877,9450,1396,31,87.16,east
2731,MS,Rankin County,63103,14372,48140,591,22.99,east
2732,LA,Bienville Parish,7430,3589,3776,65,48.73,west
2733,GA,Bleckley County,5071,1380,3657,34,27.39,east
2734,MS,Lauderdale County,33114,13332,19582,200,40.5,east
2735,MS,Newton County,9855,3218,6579,58,32.84,east
2736,MS,Hinds County,108902,75401,32949,552,69.59,east
2737,LA,Madison Parish,5300,3100,2152,48,59.03,west
2738,GA,Marion County,3184,1381,1772,31,43.79,east
2739,GA,Candler County,3518,1209,2286,23,34.61,east
2740,TX,Hood County,22596,5087,17299,210,22.72,west
2741,TX,Johnson County,50050,12912,36685,453,26.03,west
2742,TX,Ellis County,53853,15333,38078,442,28.71,west
2743,AL,Marengo County,11471,5926,5516,29,51.8,east
2744,GA,Chattahoochee County,1642,830,811,1,50.6,east
2745,TX,Howard County,9689,2545,7029,115,26.58,west
2746,TX,Mitchell County,2431,586,1815,30,24.41,west
2747,TX,Nolan County,5063,1521,3485,57,30.38,west
2748,TX,Martin County,1715,314,1389,12,18.44,west
2749,TX,Andrews County,4629,790,3816,23,17.15,west
2750,GA,Macon County,4981,3251,1712,18,65.5,east
2751,TX,Taylor County,47439,12690,34317,432,27.0,west
2752,TX,Eastland County,6509,1271,5165,73,19.75,west
2753,TX,Erath County,14019,3128,10768,123,22.51,west
2754,TX,Callahan County,5716,1063,4589,64,18.81,west
2755,AZ,Pima County,393428,206254,182406,4768,53.04,west
2756,GA,Treutlen County,2954,1112,1826,16,37.83,east
2757,AL,Russell County,18915,10085,8705,125,53.68,east
2758,AL,Montgomery County,104743,62166,42031,546,59.7,east
2759,LA,Jackson Parish,7736,2456,5190,90,32.12,west
2760,GA,Dodge County,8212,2595,5543,74,31.89,east
2761,GA,Schley County,1738,479,1252,7,27.71,east
2762,AZ,Cochise County,48820,18943,29026,851,39.47,west
2763,AL,Lowndes County,7278,5449,1809,20,75.05,east
2764,TX,Rusk County,18722,4983,13646,93,26.75,west
2765,LA,Franklin Parish,9358,2961,6278,119,32.05,west
2766,GA,Pulaski County,3953,1377,2553,23,35.01,east
2767,TX,Panola County,10216,2586,7582,48,25.43,west
2768,TX,Henderson County,28993,7913,20857,223,27.5,west
2769,GA,Montgomery County,3590,1045,2521,24,29.31,east
2770,GA,Toombs County,9688,2964,6658,66,30.82,east
2771,LA,De Soto Parish,12257,5242,6883,132,43.23,west
2772,TX,Navarro County,16321,5400,10810,111,33.32,west
2773,TX,Somervell County,3533,799,2677,57,22.99,west
2774,GA,Tattnall County,6714,1932,4730,52,29.0,east
2775,AL,Choctaw County,7894,3636,4223,35,46.29,east
2776,GA,Wheeler County,2210,794,1408,8,36.04,east
2777,AL,Bullock County,5415,4011,1391,13,74.25,east
2778,GA,Dooly County,4160,2138,1991,31,51.76,east
2779,GA,Evans County,3855,1374,2462,19,35.78,east
2780,LA,Caldwell Parish,4893,1118,3696,79,23.22,west
2781,AL,Wilcox County,6494,4612,1868,14,71.14,east
2782,TX,Hill County,13188,3811,9264,113,29.15,west
2783,TX,Comanche County,5217,1334,3813,70,25.92,west
2784,LA,Tensas Parish,3040,1646,1367,27,54.63,west
2785,GA,Bryan County,12845,3636,9112,97,28.53,east
2786,LA,Red River Parish,4629,2080,2484,65,45.57,west
2787,GA,Chatham County,110238,62755,46829,654,57.24,east
2788,GA,Webster County,1111,515,588,8,46.73,east
2789,GA,Stewart County,2105,1305,783,17,62.5,east
2790,GA,Sumter County,12235,6454,5717,64,53.07,east
2791,MS,Clarke County,8397,3121,5229,47,37.38,east
2792,MS,Claiborne County,5453,4682,748,23,86.22,east
2793,MS,Jasper County,9210,5025,4135,50,54.86,east
2794,MS,Smith County,8305,1968,6265,72,23.91,east
2795,TX,Bosque County,7646,1797,5762,87,23.77,west
2796,GA,Telfair County,4374,1862,2486,26,42.86,east
2797,LA,Winn Parish,6772,2047,4632,93,30.65,west
2798,LA,Natchitoches Parish,17067,7801,9054,212,46.28,west
2799,AL,Barbour County,11630,5697,5866,67,49.3,east
2800,TX,Cherokee County,16417,4610,11695,112,28.27,west
2801,GA,Wilcox County,3163,978,2159,26,31.15,east
2802,GA,Liberty County,16376,10474,5828,74,64.26,east
2803,TX,Sterling County,619,97,520,2,15.72,west
2804,TX,Glasscock County,557,52,502,3,9.39,west
2805,TX,Midland County,46216,9691,36155,370,21.14,west
2806,TX,Ector County,35606,9123,26199,284,25.83,west
2807,TX,Winkler County,2032,477,1529,26,23.77,west
2808,TX,Coke County,1569,299,1252,18,19.28,west
2809,TX,Anderson County,16655,4630,11884,141,28.04,west
2810,TX,Coleman County,3702,643,3011,48,17.6,west
2811,TX,Runnels County,3867,720,3118,29,18.76,west
2812,TX,Brown County,15015,2822,12052,141,18.97,west
2813,AL,Pike County,13955,5879,8004,72,42.31,east
2814,AL,Crenshaw County,6291,1938,4319,34,30.95,east
2815,MS,Copiah County,14502,7710,6701,91,53.5,east
2816,MS,Simpson County,12610,4817,7641,152,38.67,east
2817,GA,Crisp County,7550,3085,4424,41,41.11,east
2818,TX,Hamilton County,3778,863,2876,39,23.08,west
2819,GA,Long County,3450,1288,2119,43,37.79,east
2820,TX,Freestone County,7288,2034,5205,49,28.1,west
2821,TX,Culberson County,759,492,257,10,65.69,west
2822,TX,Hudspeth County,898,430,458,10,48.42,west
2823,TX,El Paso County,185233,122021,61783,1429,66.39,west
2824,TX,Loving County,79,12,67,0,15.19,west
2825,TX,Reeves County,3077,1606,1445,26,52.64,west
2826,GA,Quitman County,1114,597,509,8,53.98,east
2827,AL,Clarke County,13435,5914,7466,55,44.18,east
2828,TX,Shelby County,9220,2548,6630,42,27.76,west
2829,LA,Catahoula Parish,5225,1659,3486,80,32.24,west
2830,GA,Jeff Davis County,5278,1356,3867,55,25.96,east
2831,GA,Terrell County,4416,2501,1890,25,56.94,east
2832,GA,Appling County,6996,1846,5085,65,26.64,east
2833,AL,Butler County,9709,4188,5485,36,43.27,east
2834,GA,Randolph County,3215,1833,1370,12,57.23,east
2835,LA,La Salle Parish,6553,860,5602,91,13.3,west
2836,GA,Lee County,13087,3100,9925,62,23.82,east
2837,MS,Wayne County,10022,3890,6070,62,39.05,east
2838,MS,Jefferson County,4478,3883,551,44,87.58,east
2839,TX,McLennan County,79674,29998,49044,632,37.95,west
2840,GA,Turner County,3553,1427,2096,30,40.52,east
2841,GA,Ben Hill County,6036,2590,3417,29,43.12,east
2842,GA,Worth County,8370,2542,5780,48,30.55,east
2843,TX,Nacogdoches County,23391,8393,14828,170,36.14,west
2844,LA,Sabine Parish,9652,2245,7226,181,23.7,west
2845,GA,Wayne County,10560,2858,7601,101,27.35,east
2846,AL,Monroe County,11252,5025,6175,52,44.88,east
2847,MS,Jones County,29273,8846,20157,270,30.5,east
2848,TX,Limestone County,7652,2516,5079,57,33.13,west
2849,GA,Coffee County,13747,4811,8872,64,35.18,east
2850,LA,Grant Parish,8558,1474,6907,177,17.58,west
2851,MS,Covington County,9461,3852,5523,86,41.08,east
2852,GA,Clay County,1440,879,558,3,61.12,east
2853,AL,Henry County,8648,3018,5585,45,35.08,east
2854,MS,Jefferson Davis County,7370,4454,2871,45,60.8,east
2855,GA,Irwin County,3828,1197,2605,26,31.49,east
2856,LA,Concordia Parish,9527,3766,5668,93,39.92,west
2857,MS,Lawrence County,7009,2587,4369,53,37.19,east
2858,AL,Conecuh County,6943,3429,3470,44,49.7,east
2859,MS,Adams County,15696,9021,6566,109,57.88,east
2860,AZ,Santa Cruz County,13303,8683,4518,102,65.76,west
2861,TX,Mills County,2177,398,1753,26,18.5,west
2862,MS,Lincoln County,16402,5505,10781,116,33.8,east
2863,GA,Bacon County,3938,817,3089,32,20.97,east
2864,TX,Coryell County,18332,6619,11550,163,36.43,west
2865,TX,Tom Green County,38861,11158,27362,341,28.96,west
2866,AL,Washington County,8775,3067,5654,54,35.21,east
2867,GA,McIntosh County,6229,2905,3282,42,46.93,east
2868,TX,Leon County,7041,1418,5566,57,20.3,west
2869,TX,Upton County,1197,288,898,11,24.28,west
2870,TX,Crane County,1454,319,1119,16,22.18,west
2871,TX,San Augustine County,3715,1328,2342,45,36.19,west
